cust_id,credit_score,credit_utilisation,outstanding_debt,credit_inquiries_last_6_months,credit_limit
292,390,0.5496275049045453,225.0,1.0,500.0
293,731,0.592671575165805,15595.0,2.0,40000.0
294,742,0.7061139654462653,16680.0,3.0,40000.0
295,386,0.7378945380138844,262.0,0.0,500.0
296,520,0.1709438137793459,117.0,3.0,1000.0
297,309,0.545410344463861,226.0,4.0,500.0
298,529,0.3933894662527277,350.0,2.0,1000.0
299,734,0.573396309837727,18624.0,0.0,40000.0
300,769,0.1637386271442411,7349.0,4.0,60000.0
301,489,0.5754091088382552,357.0,3.0,750.0
302,722,0.6080757588869857,122402.0,4.0,
303,415,0.3838460400976168,107.0,0.0,500.0
304,356,0.4680794722725934,126.0,3.0,500.0
305,743,0.607687697824633,20485.0,0.0,40000.0
306,774,0.378937797229197,20297.0,2.0,60000.0
307,304,0.2545467775618074,74.0,4.0,
308,468,0.7865372744413565,303.0,3.0,750.0
309,641,0.2478558615858762,229.0,2.0,1500.0
310,787,0.6855914348985606,25473.0,0.0,60000.0
311,373,0.3272442920911214,88.0,2.0,500.0
312,741,0.2385821816185478,7367.0,1.0,40000.0
313,613,0.2965050962132369,257.0,0.0,1500.0
314,778,0.3547478302893768,12014.0,3.0,60000.0
315,568,0.4049877608274803,255.0,1.0,1250.0
316,377,0.2280654973583068,90.0,3.0,500.0
317,458,0.792363292086775,388.0,0.0,750.0
318,785,0.6198221288119222,26922.0,4.0,60000.0
319,629,0.5364546338744934,646.0,0.0,1500.0
320,750,0.1834616525985307,5404.0,0.0,40000.0
321,799,0.3025565386441434,15414.0,0.0,60000.0
322,440,0.8251186972169213,298.0,2.0,500.0
323,469,0.56541970388926,218.0,3.0,750.0
324,314,0.1605187239735435,53.0,1.0,500.0
325,449,0.1384519981706002,52.0,1.0,500.0
326,599,0.7919178606412185,501.0,0.0,
327,658,0.4880088908928289,8087.0,0.0,20000.0
328,742,0.3641000768977369,7360.0,2.0,40000.0
329,439,0.8584267159610799,379.0,2.0,500.0
330,735,0.6908347530521395,14679.0,2.0,40000.0
331,799,0.3634199383824196,208898.0,4.0,60000.0
332,786,0.3648781331509251,14375.0,1.0,60000.0
333,354,0.7956055860416799,358.0,1.0,500.0
334,603,0.8184636217394643,754.0,1.0,1500.0
335,582,0.6096579501536559,630.0,0.0,1250.0
336,758,0.6768264596096556,25089.0,3.0,60000.0
337,448,0.6562787611352431,197.0,4.0,500.0
338,529,0.6042799905276504,408.0,0.0,1000.0
339,796,0.3293058470648844,16844.0,4.0,60000.0
340,352,0.898806422167854,336.0,4.0,500.0
341,332,0.8536637459520275,222.0,0.0,500.0
342,625,0.6479717269631351,611.0,4.0,1500.0
343,733,0.6465806686392834,20948.0,2.0,
344,525,0.8726492393508036,624.0,1.0,1000.0
345,661,0.424752684157239,6547.0,2.0,20000.0
346,650,0.3685043072002487,332.0,3.0,1500.0
347,380,0.8553292888842333,257.0,1.0,500.0
348,710,0.5682222231801405,13569.0,4.0,40000.0
349,341,0.7597862761429441,239.0,2.0,500.0
350,611,0.415175425209511,462.0,4.0,1500.0
351,320,0.2850811954867497,150860.0,0.0,500.0
352,736,0.36787888336422,9916.0,2.0,
353,380,0.8261932277856493,222.0,3.0,500.0
354,410,0.4688045037728013,118.0,1.0,500.0
355,674,0.1914464975718105,3393.0,2.0,20000.0
356,626,0.2872896382725649,219.0,1.0,1500.0
357,531,0.5842311364689367,517.0,0.0,1000.0
358,679,0.1169087736357315,1410.0,0.0,20000.0
359,515,0.267187220073996,215.0,1.0,1000.0
360,721,0.2237260889073805,7677.0,0.0,40000.0
361,621,0.8499202208880833,711.0,3.0,1500.0
362,604,0.106862252602451,84.0,3.0,1500.0
363,348,0.2406030230703885,89.0,3.0,500.0
364,719,0.7154196893023909,21010.0,3.0,40000.0
365,682,0.500141814036778,6223.0,1.0,20000.0
366,614,0.5399397866842178,495.0,2.0,1500.0
367,635,0.8793428312717934,901.0,1.0,1500.0
368,422,0.5233828397856585,188.0,3.0,500.0
369,474,0.5170990324525532,297.0,4.0,750.0
370,730,0.5617883207485925,14569.0,4.0,40000.0
371,603,0.5081139814202764,670.0,2.0,1500.0
372,671,0.6505574031192112,7434.0,2.0,20000.0
373,739,0.7329845589667474,21279.0,0.0,40000.0
374,798,0.3992387773097245,15100.0,1.0,60000.0
375,500,0.6130229283938216,262.0,2.0,750.0
376,605,0.3335514439624137,437.0,1.0,1500.0
377,781,0.6882437520536531,27299.0,1.0,60000.0
378,789,0.263571218971207,9854.0,2.0,60000.0
379,562,0.4792043382702795,482.0,1.0,1250.0
380,767,0.8851628839755438,30971.0,3.0,60000.0
381,626,0.216894445751139,235.0,0.0,
382,636,0.6195936925565916,539.0,4.0,1500.0
383,799,0.699171801279683,23954.0,1.0,60000.0
384,514,0.6312315895052293,468.0,4.0,1000.0
385,666,0.7896899243727739,13470.0,4.0,20000.0
386,405,0.4729002677203365,182.0,1.0,500.0
387,556,0.6071176440408467,557.0,2.0,1250.0
388,760,0.5755296800298874,22770.0,3.0,60000.0
389,421,0.5341204182256056,179.0,3.0,500.0
390,754,0.6566348703153569,24274.0,3.0,60000.0
391,776,0.4467606289966589,22339.0,1.0,
392,475,0.6656009703102251,258.0,3.0,750.0
393,515,0.2259182194407206,116.0,2.0,1000.0
394,642,0.164953517653703,183.0,0.0,1500.0
395,403,0.3995263059852187,102.0,0.0,500.0
396,741,0.5038441222714929,15067.0,2.0,40000.0
397,742,0.7375424093837805,17245.0,1.0,40000.0
398,751,0.2411510576204968,10193.0,0.0,60000.0
399,326,0.7485689451522018,216.0,0.0,500.0
400,754,0.8842994875564537,32031.0,2.0,
401,420,0.3193897079116661,139.0,0.0,
402,788,0.4043481587549109,17027.0,3.0,60000.0
403,756,0.8626500233274963,29765.0,1.0,60000.0
404,536,0.2842294796831404,151.0,2.0,1000.0
405,340,0.5843730394112577,166.0,1.0,500.0
406,586,0.6040196476059554,393.0,4.0,1250.0
407,528,0.2922199355593617,213.0,2.0,1000.0
408,737,0.3549763090750947,7223.0,4.0,40000.0
409,439,0.2473916674081009,74.0,4.0,500.0
410,736,0.7125185666681277,21338.0,4.0,40000.0
411,559,0.6297910061300163,630.0,3.0,1250.0
412,559,0.8287658717857725,586.0,3.0,1250.0
413,637,0.4584513713680551,440.0,1.0,1500.0
414,694,0.2832175465914719,4828.0,2.0,20000.0
415,646,0.5032807849354367,533.0,3.0,
416,477,0.8845992295508143,383.0,0.0,750.0
417,493,0.6226242015900645,309.0,1.0,750.0
418,705,0.5918955929904898,14778.0,1.0,40000.0
419,788,0.1804594613637101,6658.0,1.0,60000.0
420,392,0.4264996074650642,190.0,2.0,500.0
421,730,0.1175842690081629,2812.0,3.0,40000.0
422,450,0.6700386002778039,265.0,1.0,500.0
423,423,0.8136563290835623,212.0,0.0,500.0
424,601,0.4144814170946861,343.0,2.0,1500.0
425,712,0.5696854384305998,18105.0,0.0,40000.0
426,366,0.8552669907117889,275.0,3.0,500.0
427,630,0.5273159682851423,680.0,0.0,1500.0
428,405,0.3671485121494526,95.0,4.0,500.0
429,742,0.3315481172043804,7831.0,1.0,40000.0
430,792,0.1240015515271916,4805.0,3.0,60000.0
431,610,0.7410625211057654,628.0,4.0,
432,464,0.8601533016171147,399.0,0.0,
433,426,0.8815314930603932,246.0,4.0,500.0
434,661,0.543834770357551,7439.0,1.0,20000.0
435,732,0.6646262405282999,15205.0,3.0,40000.0
436,487,0.153812936034705,73.0,2.0,750.0
437,528,0.8938895485113604,659.0,3.0,1000.0
438,508,0.7449922601641232,536.0,1.0,1000.0
439,356,0.1301753103186749,51.0,2.0,500.0
440,410,0.1824695222224937,81.0,0.0,
441,510,0.2170672306093325,163.0,4.0,1000.0
442,764,0.4743903238809641,18259.0,4.0,60000.0
443,614,0.7984458890568059,700.0,1.0,1500.0
444,725,0.3977748214850977,8535.0,0.0,40000.0
445,641,0.7803256424932062,983.0,4.0,1500.0
446,639,0.2263231448780751,188.0,1.0,1500.0
447,754,0.1783942838606828,206191.0,2.0,60000.0
448,651,0.8665826968320539,10687.0,3.0,20000.0
449,623,0.6222663198922745,558.0,0.0,1500.0
450,418,0.271416242000053,69.0,2.0,500.0
451,779,0.4872550122125789,17143.0,4.0,60000.0
452,527,0.1425315106960598,124.0,0.0,1000.0
453,706,0.4726993050064026,10093.0,0.0,40000.0
454,438,0.788486326499863,197.0,3.0,500.0
455,787,0.8537878049596669,36798.0,1.0,60000.0
456,441,0.6876963480740435,204.0,1.0,500.0
457,524,0.4688022144741542,322.0,4.0,1000.0
458,372,0.3356012456423464,127.0,4.0,500.0
459,798,0.1886486823026545,8695.0,3.0,60000.0
460,569,0.5365125407768193,372.0,1.0,1250.0
461,786,0.3454242491600279,16247.0,3.0,60000.0
462,460,0.3851211736200716,198.0,0.0,750.0
463,503,0.2133152390796863,169.0,2.0,1000.0
464,591,0.3980656951012234,262.0,4.0,1250.0
465,796,0.2147037874866306,6926.0,0.0,
466,711,0.6104344127025084,16643.0,1.0,40000.0
467,420,0.1580416376450436,48.0,3.0,500.0
468,354,0.8927404346384291,231.0,2.0,
469,751,0.1758590113130204,7013.0,0.0,60000.0
470,795,0.7764958516479438,33523.0,4.0,
471,765,0.2948778713107965,15453.0,0.0,60000.0
472,778,0.2627060847100038,12502.0,1.0,
473,437,0.4574607557542059,179.0,2.0,500.0
474,780,0.3492302408685646,18638.0,1.0,60000.0
475,602,0.8580117432832175,878.0,2.0,1500.0
476,625,0.5228273762597918,656.0,2.0,1500.0
477,793,0.3474200914842569,13651.0,3.0,60000.0
478,757,0.1607667714330248,6286.0,2.0,
479,780,0.4300327033294894,12914.0,1.0,60000.0
480,791,0.8865094125067644,39600.0,4.0,60000.0
481,444,0.8618900402875168,294.0,3.0,500.0
482,394,0.7854947036776058,266.0,1.0,500.0
483,591,0.7221668803155256,762.0,0.0,1250.0
484,708,0.2441533354605733,7599.0,0.0,40000.0
485,638,0.7040460024330135,606.0,0.0,1500.0
486,753,0.763511207975437,31085.0,0.0,60000.0
487,464,0.289107733659273,155.0,0.0,750.0
488,401,0.7975420785534871,317.0,2.0,500.0
489,743,0.1957172299399203,6660.0,4.0,40000.0
490,766,0.1946451381153147,9079.0,1.0,
491,302,0.6194657156934282,164.0,4.0,500.0
492,763,0.3191359853434735,12853.0,1.0,60000.0
493,360,0.4253607799083206,187.0,0.0,500.0
494,737,0.2216202635926645,7599.0,4.0,40000.0
495,343,0.7116865971669857,206.0,1.0,500.0
496,438,0.8553909300638568,300.0,3.0,500.0
497,601,0.2125047588739883,237.0,3.0,1500.0
498,344,0.6091951420914012,220.0,3.0,500.0
499,430,0.6591251305926683,192.0,3.0,500.0
500,330,0.4555969616790138,140.0,1.0,500.0
501,361,0.4957457849022266,182.0,2.0,500.0
502,748,0.7045072223544243,21831.0,2.0,40000.0
503,652,0.8088016023724225,9538.0,3.0,20000.0
504,343,0.2239392058096452,95.0,3.0,500.0
505,757,0.3524024807170088,14384.0,3.0,60000.0
506,722,0.7459458814488233,25243.0,3.0,
507,456,0.440590198764846,217.0,4.0,750.0
508,600,0.5033596393594978,482.0,0.0,1250.0
509,777,0.7834928685595279,38480.0,1.0,60000.0
510,771,0.6618068889709321,21757.0,3.0,60000.0
511,596,0.4225464251068759,435.0,1.0,1250.0
512,579,0.5930801432096425,596.0,2.0,1250.0
513,677,0.1674008274266465,2194.0,4.0,20000.0
514,722,0.6746161503003738,17719.0,0.0,40000.0
515,764,0.2927448285703882,14111.0,2.0,60000.0
516,555,0.3913432100864332,305.0,2.0,
517,308,,,,
517,308,0.1138603556799765,33.0,3.0,500.0
518,600,0.7374346624539321,494.0,2.0,1250.0
519,796,0.4241175965754541,19252.0,0.0,60000.0
520,439,0.8045897869513621,208.0,3.0,500.0
521,451,0.4835188276676363,230.0,1.0,750.0
522,423,0.7046781853058963,283.0,0.0,500.0
523,649,0.6595172955849311,616.0,0.0,1500.0
524,732,0.4785248004172426,12674.0,3.0,40000.0
525,550,0.8625085066787533,434.0,2.0,1000.0
526,713,0.1586345829320684,5259.0,2.0,40000.0
527,469,0.5459969927865824,221.0,4.0,750.0
528,357,0.1411617737496902,55.0,1.0,500.0
529,398,0.7059024245464507,299.0,3.0,500.0
530,733,0.3504058096831793,7913.0,4.0,40000.0
531,765,0.5676861073415618,22880.0,2.0,60000.0
532,323,0.3759029692833698,99.0,4.0,500.0
533,519,0.2312387291106506,195.0,3.0,1000.0
534,393,0.2468732253210613,86.0,2.0,500.0
535,479,0.8964302772330246,388.0,0.0,750.0
536,398,0.6176371672228677,197.0,1.0,500.0
537,765,0.2434933503829917,8491.0,4.0,60000.0
538,426,0.4105683033934523,139.0,0.0,500.0
539,775,0.5190544519162004,26482.0,4.0,60000.0
540,736,0.2039791118539172,5834.0,3.0,40000.0
541,498,0.843611965269396,371.0,1.0,750.0
